id,NumDots,SubdomainLevel,PathLevel,UrlLength,NumDash,NumDashInHostname,AtSymbol,TildeSymbol,NumUnderscore,NumPercent,NumQueryComponents,NumAmpersand,NumHash,NumNumericChars,NoHttps,RandomString,IpAddress,DomainInSubdomains,DomainInPaths,HttpsInHostname,HostnameLength,PathLength,QueryLength,DoubleSlashInPath,NumSensitiveWords,EmbeddedBrandName,PctExtHyperlinks,PctExtResourceUrls,ExtFavicon,InsecureForms,RelativeFormAction,ExtFormAction,AbnormalFormAction,PctNullSelfRedirectHyperlinks,FrequentDomainNameMismatch,FakeLinkInStatusBar,RightClickDisabled,PopUpWindow,SubmitInfoToEmail,IframeOrFrame,MissingTitle,ImagesOnlyInForm,SubdomainLevelRT,UrlLengthRT,PctExtResourceUrlsRT,AbnormalExtFormActionR,ExtMetaScriptLinkRT,PctExtNullSelfRedirectHyperlinksRT,CLASS_LABEL
6369,0,1,1,141,4,1,0,0,0,4,1,5,4,12,0,1,0,0,1,0,37,45,6,1,3,1,0.5856227055396258,0.7927374263104028,0,0,0,0,0,0.7911498758005554,0,0,1,0,1,0,1,1,-1,1,1,1,-1,-1,0
1697,0,3,3,109,6,4,1,1,2,2,3,5,1,4,0,0,0,0,0,0,24,90,27,1,2,0,0.0706563080174966,0.7367252663729218,1,0,0,0,0,0.852551888283546,1,1,1,1,0,0,0,1,0,-1,0,0,0,0,0
857,3,0,4,58,5,0,0,1,1,3,4,1,2,36,0,1,0,1,1,0,47,55,25,0,5,0,0.4808528134568423,0.7059981321134925,0,0,1,1,1,0.8019653146430377,1,1,0,0,1,0,0,1,1,1,-1,1,-1,0,1
6671,2,5,0,99,2,3,0,0,1,0,6,2,0,32,1,0,0,1,0,0,34,14,67,0,1,0,0.6738211470624275,0.8602382257318901,0,1,1,1,1,0.401946583934166,0,0,1,1,0,1,1,0,0,1,1,1,1,-1,1
7032,5,0,5,156,8,0,0,1,0,1,6,5,4,37,1,0,1,1,0,0,38,3,95,1,4,0,0.5458298389986522,0.9247504748622164,1,1,1,1,0,0.5099457066809043,1,0,0,0,1,1,0,1,0,1,0,1,-1,1,1
5858,5,1,5,125,7,3,1,0,4,5,4,5,0,10,1,0,1,1,0,0,49,111,84,0,2,0,0.5359351407567713,0.0418905897081461,0,1,0,0,0,0.6338646622967007,1,0,0,0,0,1,1,0,0,0,0,-1,0,0,1
2005,2,5,0,61,7,0,1,1,4,4,10,5,5,17,1,1,0,0,0,0,22,79,63,1,1,1,0.3528173857032589,0.0894646322021287,0,0,0,1,0,0.0861773381498521,0,0,1,1,1,1,0,1,1,-1,-1,0,1,-1,1
3049,2,5,3,62,7,4,0,1,4,0,3,5,5,40,1,0,1,0,0,0,27,132,18,1,4,0,0.0754333849638665,0.6123760365036159,1,0,0,1,1,0.760828638514444,1,0,1,0,1,0,1,0,1,0,0,-1,-1,1,0
4128,3,0,5,168,7,1,0,0,5,0,9,0,3,26,0,1,1,0,0,0,39,117,90,1,2,0,0.3225297912652464,0.647595277640478,1,0,0,1,0,0.4689341011081169,1,1,1,0,1,1,1,0,0,1,-1,1,0,1,0
6837,2,0,4,128,1,3,0,0,2,4,6,4,3,4,0,1,0,0,1,0,16,113,65,1,3,0,0.9582770036226472,0.9487397833481228,0,1,1,0,0,0.897304817237528,1,0,1,1,0,1,0,0,-1,1,-1,1,-1,1,1
1371,4,1,0,96,4,3,0,0,1,2,8,5,2,18,1,1,0,1,1,0,32,67,1,0,2,1,0.2998458226126257,0.2078187853231061,1,0,1,1,1,0.3619612517615157,1,1,0,1,0,0,1,1,1,1,1,1,1,-1,1
8045,1,2,3,26,7,4,0,0,3,0,8,1,5,17,0,0,1,0,0,0,26,51,61,1,4,1,0.0589264805672432,0.92230174659346,1,0,0,1,0,0.8527968480010976,0,1,1,1,0,0,0,1,0,1,-1,0,1,1,1
6639,4,4,5,43,3,2,1,0,5,4,5,3,5,29,0,1,0,0,0,0,46,111,38,1,1,0,0.0139140733791307,0.2003572978395683,0,0,0,0,0,0.7259011684620356,0,1,0,1,1,1,1,0,0,-1,0,-1,0,-1,0
5245,1,2,1,147,10,1,1,1,3,5,5,2,4,45,0,0,0,1,0,0,44,15,12,1,1,1,0.2065242691794027,0.2919331937123265,0,0,0,1,0,0.3971862345139577,1,0,1,1,0,1,0,1,1,-1,0,0,1,1,1
2304,3,3,1,161,10,5,0,1,5,4,3,4,2,28,0,1,0,1,1,0,12,14,68,0,1,1,0.1095833710885509,0.0879821265711443,1,1,0,1,0,0.3109456106152239,1,0,1,1,1,1,1,1,-1,0,-1,-1,1,0,1
8439,1,4,0,69,8,4,1,0,5,5,4,5,1,30,1,0,1,0,0,0,50,144,33,1,1,0,0.9247608341520184,0.9333514321894554,0,1,1,1,0,0.3300243683094943,1,1,1,1,1,1,0,0,0,1,-1,0,-1,0,1
7012,4,5,0,102,7,5,0,0,2,2,10,4,5,30,0,1,1,0,1,0,25,130,74,1,3,1,0.2773073583653955,0.3613840262336891,1,0,0,1,1,0.8345514740344243,1,1,0,1,1,0,0,1,-1,1,1,-1,-1,-1,1
7499,0,3,0,169,9,5,1,1,2,1,5,5,3,32,0,0,1,1,1,0,27,77,78,1,2,1,0.0268033041319785,0.7185679260383107,1,1,1,1,1,0.4169244518947357,0,0,1,0,1,0,0,1,0,1,1,0,-1,1,0
1855,4,1,5,192,4,2,0,1,0,4,0,1,5,25,1,0,0,1,0,0,12,95,75,0,2,1,0.4999919582117098,0.4353301554248654,0,0,1,0,0,0.0989948047164847,0,0,1,1,0,0,1,1,0,-1,1,1,-1,0,1
2627,3,5,1,44,5,1,0,0,4,5,10,3,1,15,0,1,1,1,1,0,34,108,91,1,2,0,0.269475916866999,0.4187837689937642,0,1,0,0,1,0.1943059187466821,1,0,0,1,0,0,1,1,-1,-1,0,1,1,0,0
2755,4,3,5,75,5,2,0,1,5,1,9,2,3,35,0,1,1,0,1,0,38,62,51,1,5,0,0.1832524843502063,0.8256334388193205,1,0,1,0,0,0.6376101736101916,1,0,1,0,0,1,0,0,0,1,1,0,0,-1,1
9881,3,2,1,37,10,2,0,0,0,1,6,2,2,7,0,0,0,0,0,0,18,0,38,0,5,1,0.0417480513281314,0.2256910412212786,0,1,0,1,1,0.1971192185115237,0,1,0,0,0,1,0,0,0,-1,0,0,1,0,1
6596,1,3,3,94,2,0,1,0,2,2,0,0,1,32,0,1,0,0,0,0,39,72,12,1,1,0,0.4945106871166018,0.2742006468587872,1,1,0,1,0,0.100865835073281,0,0,0,0,1,0,0,1,1,-1,0,-1,-1,-1,1
3419,2,5,3,197,8,3,1,1,4,2,3,0,4,38,1,0,1,0,1,0,22,54,50,1,4,1,0.3583514876646372,0.9912740000114556,0,0,0,1,1,0.8684796587911818,1,0,1,1,1,0,1,1,-1,-1,1,-1,0,-1,0
2018,0,5,5,30,2,4,0,0,4,0,9,1,4,15,1,1,1,0,0,0,19,15,3,0,3,1,0.047502684678492,0.5219880688336673,1,0,1,1,1,0.0914720950080186,1,1,0,1,1,0,1,1,-1,1,-1,-1,0,0,0
6624,0,3,1,106,6,4,0,1,2,3,7,5,2,19,0,0,1,0,1,0,24,65,3,1,1,0,0.9935677555870251,0.0369836130770945,1,0,0,0,0,0.2722219378444522,0,0,0,1,1,0,0,1,-1,0,-1,0,1,1,1
4579,5,0,0,140,4,1,1,0,5,0,2,2,5,16,0,1,1,0,0,0,23,103,96,0,3,0,0.8985708858663484,0.4559579195688386,1,1,0,1,1,0.1184320114526462,1,1,1,0,0,1,0,1,-1,-1,1,1,-1,1,0
7984,3,1,0,23,5,0,1,0,4,1,3,5,5,1,0,1,1,1,1,0,23,21,64,1,0,1,0.6935038126630989,0.4164626995488526,1,1,1,0,0,0.2760346900617184,0,0,0,1,0,1,0,1,-1,1,1,0,1,-1,0
7199,4,5,4,150,6,2,0,1,2,4,3,5,3,16,0,0,0,1,0,0,16,77,41,0,3,1,0.2466752474622727,0.0398835698793889,1,0,1,1,1,0.6394691282714171,1,1,0,0,1,1,1,0,-1,-1,0,1,1,0,1
6563,0,5,5,175,6,1,1,1,4,3,8,0,3,39,0,1,1,0,1,0,33,15,51,1,2,0,0.5537236936401158,0.9688753909705552,0,1,0,0,0,0.6428606769622339,0,1,1,0,0,1,0,0,0,-1,0,1,1,0,0
7896,0,3,1,190,5,5,0,0,5,2,6,3,2,27,0,0,1,1,1,0,14,144,41,1,3,1,0.952297075831244,0.7319782810290344,1,1,1,1,0,0.0928124564573784,1,0,0,1,0,1,1,0,-1,-1,1,1,0,0,0
7836,3,5,3,55,0,3,0,0,0,5,1,1,0,22,0,1,1,0,0,0,35,138,96,0,2,0,0.5758111895899465,0.6195059615422313,0,1,0,0,0,0.8393017674676283,1,0,0,0,1,1,1,0,1,-1,0,-1,-1,0,0
8667,1,0,4,79,3,2,0,0,5,1,3,0,4,49,0,1,0,0,0,0,19,18,83,0,2,0,0.2423347126336833,0.4771255523418676,0,0,1,0,0,0.9048904568984584,0,1,1,0,0,0,0,0,1,1,-1,-1,-1,1,1
1116,4,2,2,43,6,2,1,1,2,4,7,4,3,24,0,0,0,1,0,0,39,128,7,0,1,1,0.2336522199635116,0.822778960355036,1,0,1,0,1,0.1833109526639681,1,0,1,0,0,1,1,0,0,-1,0,0,-1,1,1
245,0,5,4,113,3,4,1,1,3,1,1,1,4,17,1,1,0,0,1,0,29,148,43,1,3,1,0.1980121363375113,0.1422945227766977,1,0,0,1,1,0.554700304600893,1,0,0,0,1,1,0,0,1,1,-1,0,-1,0,0
6690,1,1,0,137,1,0,0,1,2,4,4,4,1,46,1,0,0,1,1,0,34,18,38,0,5,1,0.7868500909885118,0.7321425848310597,1,0,0,0,0,0.4473379193586414,0,0,0,1,1,1,0,0,-1,-1,-1,0,-1,1,0
3645,5,1,0,193,2,4,1,0,5,0,3,0,4,46,1,1,0,1,1,0,13,60,64,0,3,1,0.3641948857068973,0.6133809056999809,1,0,0,1,1,0.1848633299336457,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
8396,5,0,0,71,1,3,0,0,1,5,5,3,2,38,1,1,1,0,1,0,20,68,82,1,3,1,0.837456342898923,0.7869842926633315,0,1,1,0,1,0.9875813079318282,0,1,1,1,0,1,1,1,1,0,0,-1,0,-1,0
5375,3,4,2,195,9,2,1,0,2,5,8,2,4,12,1,1,1,0,1,0,28,87,8,0,2,0,0.6265437623877675,0.0569577779089837,0,0,0,0,1,0.2910305864510355,0,0,0,0,0,1,1,1,0,-1,-1,1,1,0,0
5881,5,0,5,152,1,5,0,1,0,5,6,4,0,3,1,1,1,0,1,0,50,87,10,0,2,0,0.4650688729601104,0.8703921265224509,0,0,1,1,0,0.8538853923473172,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
9156,5,5,2,87,7,1,1,1,4,0,1,0,4,41,0,0,0,1,1,0,26,72,29,0,2,1,0.421773166336669,0.4532714071556778,1,0,1,1,1,0.7457807218845086,1,1,1,0,0,0,0,1,-1,-1,-1,0,0,0,1
9757,5,1,0,105,3,3,0,0,0,1,1,5,5,13,0,1,0,1,1,0,14,38,54,1,1,1,0.9875036305376704,0.3476467665042567,1,1,0,1,1,0.2108247255705249,0,0,0,0,0,1,0,0,0,-1,1,1,1,0,0
8621,2,1,3,140,9,2,0,0,1,4,6,3,4,12,1,1,0,0,0,0,48,58,62,0,5,1,0.3236526869924575,0.1899122155035368,0,1,0,0,1,0.794508746130637,0,1,0,1,1,1,1,0,0,1,-1,1,0,-1,0
2081,4,3,1,154,7,4,0,1,5,4,5,4,0,7,0,0,1,0,1,0,41,128,78,1,4,0,0.101958587057708,0.7435964101088427,1,0,0,1,0,0.1114419298720836,0,1,1,1,1,0,0,1,-1,1,-1,-1,1,-1,1
899,0,4,4,39,6,1,1,0,3,0,6,3,4,39,0,1,0,1,0,0,12,62,77,0,2,0,0.4500786103760843,0.248029663839882,0,0,0,1,0,0.2652577866102555,0,0,1,1,1,0,0,0,1,0,0,-1,1,1,1
7127,3,1,3,110,6,1,0,1,2,5,6,0,5,44,0,0,1,0,0,0,24,148,37,0,1,0,0.8666385971527939,0.4219335541406007,1,1,1,0,0,0.8160880106256467,0,1,0,0,0,0,0,1,-1,-1,0,0,1,1,0
911,4,2,0,119,7,0,1,0,2,2,9,0,4,10,1,1,1,1,0,0,37,95,3,0,2,0,0.3198770078167954,0.6471658104567499,1,0,0,1,0,0.1056244177984614,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
8450,3,2,4,80,5,2,1,1,0,4,6,4,4,16,0,0,1,0,1,0,49,6,30,1,2,1,0.3595112934566186,0.0742868573345242,0,0,1,1,1,0.1588518070641776,0,0,0,0,0,0,0,0,1,1,1,1,-1,1,1
869,1,1,5,149,2,1,0,1,2,0,3,3,1,49,0,1,0,1,0,0,12,72,13,0,4,1,0.958824680198399,0.2127284302523253,1,0,1,1,0,0.1852901997327479,1,1,0,0,1,0,0,0,0,-1,0,-1,1,0,1
6211,5,2,2,22,0,0,1,0,2,4,1,5,3,27,1,1,1,0,0,0,26,49,79,1,5,0,0.1618801647824672,0.1213202336511826,0,1,1,1,0,0.5827738738044149,0,0,1,0,1,1,0,0,-1,0,0,0,0,1,1
