id,NumDots,SubdomainLevel,PathLevel,UrlLength,NumDash,NumDashInHostname,AtSymbol,TildeSymbol,NumUnderscore,NumPercent,NumQueryComponents,NumAmpersand,NumHash,NumNumericChars,NoHttps,RandomString,IpAddress,DomainInSubdomains,DomainInPaths,HttpsInHostname,HostnameLength,PathLength,QueryLength,DoubleSlashInPath,NumSensitiveWords,EmbeddedBrandName,PctExtHyperlinks,PctExtResourceUrls,ExtFavicon,InsecureForms,RelativeFormAction,ExtFormAction,AbnormalFormAction,PctNullSelfRedirectHyperlinks,FrequentDomainNameMismatch,FakeLinkInStatusBar,RightClickDisabled,PopUpWindow,SubmitInfoToEmail,IframeOrFrame,MissingTitle,ImagesOnlyInForm,SubdomainLevelRT,UrlLengthRT,PctExtResourceUrlsRT,AbnormalExtFormActionR,ExtMetaScriptLinkRT,PctExtNullSelfRedirectHyperlinksRT,CLASS_LABEL
1008,5,5,4,48,4,4,0,0,2,0,2,5,1,3,1,1,1,0,0,0,49,15,53,1,3,0,0.34867687427947436,0.1702515425126342,0,1,0,1,0,0.9348330501935123,1,1,1,0,1,1,1,0,0,0,0.8372963179290769,0,-1,0.8371627396275283,1
463,3,2,1,94,0,3,1,1,1,1,5,1,4,1,1,1,1,0,0,0,43,144,9,1,1,0,0.06427778594401379,0.9888078507951455,0,1,1,1,0,0.8838857816935103,1,1,1,1,1,1,0,0,1,1,0.46782452773732475,1,0,-0.51924665510599,1
8360,0,2,5,93,0,2,1,0,5,4,1,3,3,41,0,1,0,1,1,0,27,17,45,1,1,0,0.7924876454831054,0.3989804134426582,0,0,0,0,1,0.4293653149492598,0,0,1,0,0,0,0,0,-1,0,0.020499774961964423,1,1,-0.4236210927596402,1
8344,3,1,5,23,10,4,0,1,4,4,6,1,1,21,1,1,1,0,1,0,36,133,46,1,1,0,0.8118489634877267,0.5534087229308431,0,0,1,0,1,0.003078111434041242,0,0,1,1,0,0,1,1,1,0,-0.83418482757519,-1,0,-0.4264045511862409,0
7604,1,1,2,145,5,4,1,1,5,0,6,3,5,29,0,1,0,1,1,0,38,41,44,0,1,1,0.4281827233776163,0.26260321357924354,1,1,1,1,1,0.6339178401024654,1,0,1,0,0,0,1,1,-1,0,-0.010525564991386238,0,-1,0.6472518300299923,1
5850,5,0,5,140,5,1,0,0,2,3,8,4,3,9,0,0,0,1,1,0,36,8,4,1,1,1,0.8769675800093475,0.16962890584271983,1,0,0,1,0,0.12598056640472766,0,1,0,1,1,0,0,0,1,-1,-0.034736409653041145,0,-1,0.5519005517378077,1
4598,3,1,2,158,9,0,0,1,1,0,9,2,4,22,0,1,1,1,0,0,42,17,99,0,1,0,0.756834910852898,0.35202479769446193,1,0,0,1,1,0.02244036029327523,1,1,0,0,1,1,1,1,-1,1,0.7527352103092906,1,0,0.4323929972506426,1
1803,1,2,2,182,0,1,0,1,1,1,0,1,5,8,0,1,0,0,1,0,27,148,8,0,4,1,0.8884347883482229,0.5212233941194631,0,1,1,0,1,0.8226307028478202,1,0,0,1,1,0,0,1,0,1,0.25288017010826525,-1,-1,0.667434760194608,1
964,5,2,4,64,8,3,1,1,3,0,7,3,1,35,0,1,0,1,1,0,25,148,86,0,4,1,0.33860632040236394,0.20327241859379586,1,0,1,0,1,0.34943558450542445,0,0,0,0,1,0,0,1,-1,-1,-0.5663165296863153,0,-1,0.07309354276843338,1
6883,0,0,4,167,10,4,0,0,2,1,2,4,4,32,0,0,1,1,0,0,10,68,11,0,2,1,0.6786322342235297,0.01602649933160294,1,1,0,0,1,0.84196184527815,0,0,0,1,1,0,0,0,0,-1,-0.5072508217964591,-1,0,0.4662064266511774,1
6329,5,4,5,61,1,3,1,1,5,4,5,3,1,14,1,0,0,0,1,0,49,95,91,0,4,1,0.9633851765410347,0.7567668832402987,1,0,0,0,1,0.24778977991062223,0,1,0,0,0,1,0,0,0,0,-0.8397634893920929,-1,1,0.7290541838549849,0
6834,5,4,5,75,9,4,1,0,1,5,2,4,4,10,0,0,1,0,1,0,37,45,23,1,2,1,0.38824050481134253,0.40776271400493846,0,1,1,0,1,0.17744860057317757,0,0,0,0,0,0,0,1,-1,-1,0.10486427061167114,-1,1,0.5025956843329455,1
4528,3,5,4,125,10,4,1,1,2,1,3,5,3,35,1,1,1,1,0,0,31,8,67,0,5,0,0.027235616609003643,0.6001880271787491,0,0,1,1,1,0.4198579800875465,0,0,0,0,1,0,0,0,1,-1,0.841526957923151,0,-1,-0.7351361427906575,0
6223,1,1,0,44,2,3,1,1,4,5,3,5,0,19,0,0,1,1,1,0,29,91,28,1,0,1,0.7125890351762652,0.05330385125124559,0,1,1,0,0,0.201230849932721,1,0,1,1,1,0,1,0,1,0,-0.4139592171277129,1,-1,0.12233419071471396,0
5432,1,2,4,172,2,5,0,1,4,3,1,2,5,11,0,1,0,0,1,0,23,106,4,1,2,1,0.182801208535751,0.048888205158418185,0,1,1,1,1,0.7702570504485611,0,0,0,0,1,1,1,0,0,1,0.36112505767319747,-1,-1,0.03121012553412439,1
3723,3,1,3,25,0,0,1,1,4,1,10,5,5,39,1,0,0,0,1,0,41,142,16,1,1,0,0.20987579474784324,0.8335439664637766,1,1,0,1,0,0.8181542734547154,1,0,1,1,0,0,1,0,1,1,-0.7972395076813923,-1,0,-0.806663019820324,1
1638,2,0,4,193,5,4,0,0,2,4,0,5,3,38,1,0,1,1,1,0,35,19,44,1,0,0,0.025958348265537556,0.6252864680417511,0,1,1,0,0,0.2298738777287439,0,1,1,1,0,1,0,0,0,-1,-0.6586645953519368,-1,0,-0.7331129293640817,0
7157,0,5,3,101,10,4,0,1,4,5,5,3,1,7,0,0,0,0,0,0,39,19,28,1,2,0,0.7943661672234809,0.6325690495050408,1,1,0,1,1,0.5387856557080712,0,0,1,0,0,1,1,1,-1,1,0.5427585507884354,0,1,0.2750408990016131,1
9787,2,0,1,163,8,0,1,0,3,4,9,3,1,9,1,0,1,1,0,0,15,38,3,1,4,1,0.03542238026463096,0.1786554121283972,1,0,1,1,0,0.7457571691262177,0,0,0,0,1,1,1,1,1,-1,0.21196537688001427,0,0,-0.7865026328257207,0
1109,2,1,1,200,1,1,1,1,0,3,1,3,4,39,0,0,0,0,1,0,12,58,3,0,5,0,0.6372969139188248,0.6319903175266199,1,0,0,1,0,0.22328454942118636,0,1,0,0,1,1,0,1,-1,-1,-0.199512184395233,1,-1,0.9336169021139449,0
8957,0,0,5,139,4,2,0,1,0,4,3,4,4,0,0,1,1,0,0,0,17,101,77,0,1,0,0.5071701028579604,0.5771720295784155,0,0,0,1,1,0.9062910642407698,0,1,0,1,0,0,1,1,0,-1,-0.16330513029022553,0,0,0.8449297605686847,0
373,5,4,5,39,0,5,0,0,1,2,0,4,5,5,0,1,1,1,0,0,19,136,49,0,1,0,0.6166876541572391,0.6371900070977968,0,1,0,1,1,0.45904720181636827,1,1,0,1,0,0,1,1,1,1,0.536351580288396,1,1,-0.8029731982927459,1
5249,0,5,1,118,6,5,1,1,0,2,2,3,3,12,0,0,0,1,1,0,24,82,47,1,2,1,0.5551323180320554,0.35264837914127223,0,1,1,1,1,0.4448897226744656,0,1,1,1,1,1,0,1,0,-1,0.29012635663801234,0,0,0.5118755019217254,1
2672,3,3,1,63,1,1,1,1,1,3,10,0,2,37,1,0,1,0,0,0,49,78,52,0,2,0,0.5240605239474937,0.46956806493139347,0,0,1,0,1,0.6608321445787242,0,1,1,1,0,0,1,0,-1,-1,0.3825921365164935,0,1,-0.7740081418925397,0
1747,0,3,4,140,3,1,0,1,1,1,6,2,5,20,1,0,0,1,1,0,25,34,24,0,4,0,0.30384135180767935,0.7236042858126811,1,1,1,0,1,0.9731985286971225,1,0,1,1,0,1,1,0,1,-1,0.638956826907479,0,0,-0.48114912124595177,0
686,2,4,0,157,3,1,1,1,4,4,4,2,0,21,1,0,1,0,0,0,20,36,81,1,3,1,0.8566298259954439,0.1565303393291726,0,0,0,0,1,0.8236072469688321,1,1,0,0,0,1,1,1,0,0,0.21868067686429238,1,0,-0.10639755894749792,0
2222,3,3,4,199,3,3,0,0,4,1,2,2,0,20,1,1,0,1,1,0,25,24,68,0,4,0,0.7179192231497459,0.42974927829456244,1,1,1,0,0,0.609002180364688,1,1,0,0,1,0,1,0,1,1,0.09174220461610538,0,-1,-0.2277837199985111,1
1950,3,5,3,167,4,4,1,0,5,5,0,5,2,31,1,0,0,1,1,0,48,84,40,0,3,1,0.3679551526194297,0.7809271631721469,0,1,1,0,0,0.2583459815206446,1,0,1,1,0,0,0,0,-1,0,0.35226053507176913,0,1,0.5861071651663798,0
398,2,3,5,110,4,0,0,0,3,4,10,4,1,44,1,0,0,0,1,0,20,0,5,0,4,0,0.65907615381498,0.37054550422560706,0,1,0,0,1,0.3294798395479771,1,1,1,1,1,1,1,0,1,-1,-0.050229203906039466,-1,1,0.9321116958049596,0
1269,4,1,3,31,2,0,0,0,3,1,8,5,0,32,0,1,0,1,0,0,15,61,11,0,0,0,0.3714643038389269,0.9760841682794928,0,0,1,1,0,0.5593060728950952,1,1,1,0,1,1,0,1,1,-1,0.0010138847365099846,0,-1,-0.11041296449302318,0
5333,4,5,1,155,8,5,1,0,4,0,6,4,1,35,1,1,0,0,0,0,47,39,15,1,5,1,0.7344592878741415,0.7205779295147282,1,1,1,0,0,0.7414431326135228,0,1,1,0,0,0,1,1,1,1,-0.06880936401228221,1,-1,-0.6248663671787531,0
5611,3,0,0,30,3,5,1,0,4,5,5,4,3,22,0,1,0,1,0,0,16,56,5,1,3,0,0.9307859831186053,0.9011254568684364,1,0,0,0,1,0.25317371431776514,1,1,0,1,0,0,1,1,0,-1,0.2721898797484965,0,1,-0.6483289407378874,1
2438,2,3,1,154,5,4,0,1,0,0,5,3,1,18,0,0,1,0,1,0,37,86,9,1,4,0,0.41292169809391244,0.6838787485213131,1,1,1,1,1,0.2981399878477513,0,1,0,1,1,0,0,1,1,0,-0.042577173399595436,1,-1,-0.0606354019436377,0
4267,5,3,3,151,4,4,0,1,2,5,7,2,2,13,1,1,1,1,1,0,43,136,25,0,3,0,0.27088034064043487,0.647296570644854,0,1,1,0,1,0.8946063648618886,0,1,1,0,1,0,1,0,1,0,-0.29221001894318777,1,0,0.3636668216854999,1
878,2,2,4,198,8,5,1,0,1,3,7,0,0,12,0,0,1,0,1,0,25,134,18,1,1,1,0.21706640031650493,0.7438556503179484,0,0,0,1,0,0.776573055086961,0,0,0,0,1,1,1,1,-1,1,0.7041041294684043,-1,1,-0.6379364164014631,0
784,0,1,5,33,6,4,1,0,3,4,6,1,2,5,1,1,1,0,0,0,49,112,34,1,0,1,0.3602568710757046,0.9519735971842378,1,0,1,0,0,0.36923457686820627,1,1,1,1,1,1,0,1,-1,0,0.16682243113864503,0,0,-0.767623312057498,1
604,1,2,4,162,7,5,0,0,0,3,9,4,1,42,1,1,1,1,0,0,13,47,47,1,1,0,0.9571740399640928,0.19495760915549287,1,1,1,1,1,0.1707074594600717,1,0,1,0,0,0,0,0,1,0,0.9050447729154096,0,-1,0.3599073417252814,1
1163,3,5,0,119,2,3,1,0,3,2,3,4,0,25,0,1,1,1,0,0,44,5,51,0,4,1,0.8386222707605467,0.6936942935292653,0,1,1,1,1,0.5998485340663547,0,0,1,1,0,0,1,0,0,0,0.39002078930909634,0,-1,0.972814327280443,0
7078,3,5,0,96,8,5,1,1,3,3,4,1,5,10,1,1,0,1,0,0,23,110,5,1,0,1,0.6381805293906133,0.6090095677057098,1,0,1,0,1,0.15500933775161585,0,0,0,0,1,1,0,0,1,0,0.9980687875707077,-1,0,-0.997925924927038,1
6369,0,1,1,141,4,1,0,0,0,4,1,5,4,12,0,1,0,0,1,0,37,45,6,1,3,1,0.5856227055396258,0.7927374263104028,0,0,0,0,0,0.7911498758005554,0,0,1,0,1,0,1,1,-1,1,0.8084117536910176,1,-1,-0.7783166400981261,0
1697,0,3,3,109,6,4,1,1,2,2,3,5,1,4,0,0,0,0,0,0,24,90,27,1,2,0,0.07065630801749667,0.7367252663729218,1,0,0,0,0,0.852551888283546,1,1,1,1,0,0,0,1,0,-1,0.08526985929773478,0,0,0.3227823657814195,0
857,3,0,4,58,5,0,0,1,1,3,4,1,2,36,0,1,0,1,1,0,47,55,25,0,5,0,0.4808528134568423,0.7059981321134925,0,0,1,1,1,0.8019653146430377,1,1,0,0,1,0,0,1,1,1,-0.6276162344876512,1,-1,0.45972099647027775,1
6671,2,5,0,99,2,3,0,0,1,0,6,2,0,32,1,0,0,1,0,0,34,14,67,0,1,0,0.6738211470624275,0.8602382257318901,0,1,1,1,1,0.40194658393416605,0,0,1,1,0,1,1,0,0,1,0.826731596826028,1,1,-0.8977916009708602,1
7032,5,0,5,156,8,0,0,1,0,1,6,5,4,37,1,0,1,1,0,0,38,3,95,1,4,0,0.5458298389986522,0.9247504748622165,1,1,1,1,0,0.5099457066809043,1,0,0,0,1,1,0,1,0,1,0.04942142038614983,1,-1,0.6747300851384161,1
5858,5,1,5,125,7,3,1,0,4,5,4,5,0,10,1,0,1,1,0,0,49,111,84,0,2,0,0.5359351407567713,0.041890589708146186,0,1,0,0,0,0.6338646622967007,1,0,0,0,0,1,1,0,0,0,0.05251495028431297,-1,0,0.05027850239633347,1
2005,2,5,0,61,7,0,1,1,4,4,10,5,5,17,1,1,0,0,0,0,22,79,63,1,1,1,0.35281738570325893,0.08946463220212875,0,0,0,1,0,0.08617733814985218,0,0,1,1,1,1,0,1,1,-1,-0.6943448400975001,0,1,-0.6486238338179724,1
3049,2,5,3,62,7,4,0,1,4,0,3,5,5,40,1,0,1,0,0,0,27,132,18,1,4,0,0.07543338496386653,0.6123760365036159,1,0,0,1,1,0.760828638514444,1,0,1,0,1,0,1,0,1,0,-0.13696580905998434,-1,-1,0.8997868289052582,0
4128,3,0,5,168,7,1,0,0,5,0,9,0,3,26,0,1,1,0,0,0,39,117,90,1,2,0,0.3225297912652464,0.647595277640478,1,0,0,1,0,0.46893410110811695,1,1,1,0,1,1,1,0,0,1,-0.5345876517510058,1,0,0.5531843895770485,0
6837,2,0,4,128,1,3,0,0,2,4,6,4,3,4,0,1,0,0,1,0,16,113,65,1,3,0,0.9582770036226472,0.9487397833481227,0,1,1,0,0,0.897304817237528,1,0,1,1,0,1,0,0,-1,1,-0.9644044214806413,1,-1,0.5243112498955673,1
1371,4,1,0,96,4,3,0,0,1,2,8,5,2,18,1,1,0,1,1,0,32,67,1,0,2,1,0.2998458226126257,0.20781878532310616,1,0,1,1,1,0.3619612517615157,1,1,0,1,0,0,1,1,1,1,0.9612702881662798,1,1,-0.8835554842314604,1
8045,1,2,3,26,7,4,0,0,3,0,8,1,5,17,0,0,1,0,0,0,26,51,61,1,4,1,0.058926480567243256,0.9223017465934601,1,0,0,1,0,0.8527968480010976,0,1,1,1,0,0,0,1,0,1,-0.5526735321869016,0,1,0.8012721543786763,1
6639,4,4,5,43,3,2,1,0,5,4,5,3,5,29,0,1,0,0,0,0,46,111,38,1,1,0,0.013914073379130754,0.20035729783956835,0,0,0,0,0,0.7259011684620356,0,1,0,1,1,1,1,0,0,-1,-0.41806340503548833,-1,0,-0.5821721541765863,0
5245,1,2,1,147,10,1,1,1,3,5,5,2,4,45,0,0,0,1,0,0,44,15,12,1,1,1,0.2065242691794027,0.2919331937123265,0,0,0,1,0,0.39718623451395774,1,0,1,1,0,1,0,1,1,-1,-0.4503874903132481,0,1,0.9290080843041766,1
2304,3,3,1,161,10,5,0,1,5,4,3,4,2,28,0,1,0,1,1,0,12,14,68,0,1,1,0.10958337108855098,0.08798212657114435,1,1,0,1,0,0.31094561061522397,1,0,1,1,1,1,1,1,-1,0,-0.5707021076675467,-1,1,0.3710850074214722,1
8439,1,4,0,69,8,4,1,0,5,5,4,5,1,30,1,0,1,0,0,0,50,144,33,1,1,0,0.9247608341520184,0.9333514321894554,0,1,1,1,0,0.33002436830949433,1,1,1,1,1,1,0,0,0,1,-0.8576697353651848,0,-1,0.4680449069413457,1
7012,4,5,0,102,7,5,0,0,2,2,10,4,5,30,0,1,1,0,1,0,25,130,74,1,3,1,0.27730735836539555,0.36138402623368915,1,0,0,1,1,0.8345514740344243,1,1,0,1,1,0,0,1,-1,1,0.8351413765458837,-1,-1,-0.8596800732204448,1
7499,0,3,0,169,9,5,1,1,2,1,5,5,3,32,0,0,1,1,1,0,27,77,78,1,2,1,0.02680330413197851,0.7185679260383107,1,1,1,1,1,0.4169244518947357,0,0,1,0,1,0,0,1,0,1,0.9651429454679501,0,-1,0.5178734994145067,0
1855,4,1,5,192,4,2,0,1,0,4,0,1,5,25,1,0,0,1,0,0,12,95,75,0,2,1,0.49999195821170983,0.4353301554248654,0,0,1,0,0,0.0989948047164847,0,0,1,1,0,0,1,1,0,-1,0.6033376957048342,1,-1,-0.1451064980501653,1
2627,3,5,1,44,5,1,0,0,4,5,10,3,1,15,0,1,1,1,1,0,34,108,91,1,2,0,0.269475916866999,0.41878376899376424,0,1,0,0,1,0.19430591874668213,1,0,0,1,0,0,1,1,-1,-1,0.13735586720032678,1,1,-0.16893247835237757,0
2755,4,3,5,75,5,2,0,1,5,1,9,2,3,35,0,1,1,0,1,0,38,62,51,1,5,0,0.18325248435020636,0.8256334388193205,1,0,1,0,0,0.6376101736101916,1,0,1,0,0,1,0,0,0,1,0.5236219528990362,0,0,-0.6507696066395916,1
9881,3,2,1,37,10,2,0,0,0,1,6,2,2,7,0,0,0,0,0,0,18,0,38,0,5,1,0.04174805132813142,0.2256910412212786,0,1,0,1,1,0.1971192185115237,0,1,0,0,0,1,0,0,0,-1,-0.26077235930446396,0,1,0.44323901323075954,1
6596,1,3,3,94,2,0,1,0,2,2,0,0,1,32,0,1,0,0,0,0,39,72,12,1,1,0,0.49451068711660184,0.2742006468587872,1,1,0,1,0,0.10086583507328106,0,0,0,0,1,0,0,1,1,-1,0.2622749605276582,-1,-1,-0.6238550023562972,1
3419,2,5,3,197,8,3,1,1,4,2,3,0,4,38,1,0,1,0,1,0,22,54,50,1,4,1,0.3583514876646372,0.9912740000114555,0,0,0,1,1,0.8684796587911818,1,0,1,1,1,0,1,1,-1,-1,0.5050070910777464,-1,0,-0.7941821968070333,0
2018,0,5,5,30,2,4,0,0,4,0,9,1,4,15,1,1,1,0,0,0,19,15,3,0,3,1,0.04750268467849206,0.5219880688336673,1,0,1,1,1,0.09147209500801867,1,1,0,1,1,0,1,1,-1,1,-0.7956583370452066,-1,0,0.33942101354095633,0
6624,0,3,1,106,6,4,0,1,2,3,7,5,2,19,0,0,1,0,1,0,24,65,3,1,1,0,0.9935677555870251,0.036983613077094524,1,0,0,0,0,0.27222193784445226,0,0,0,1,1,0,0,1,-1,0,-0.5885562461910501,0,1,0.8945044844197472,1
4579,5,0,0,140,4,1,1,0,5,0,2,2,5,16,0,1,1,0,0,0,23,103,96,0,3,0,0.8985708858663484,0.4559579195688386,1,1,0,1,1,0.11843201145264626,1,1,1,0,0,1,0,1,-1,-1,0.7433533876523397,1,-1,0.5833583229071684,0
7984,3,1,0,23,5,0,1,0,4,1,3,5,5,1,0,1,1,1,1,0,23,21,64,1,0,1,0.6935038126630989,0.4164626995488526,1,1,1,0,0,0.27603469006171844,0,0,0,1,0,1,0,1,-1,1,0.540910129169476,0,1,-0.5693194931741663,0
7199,4,5,4,150,6,2,0,1,2,4,3,5,3,16,0,0,0,1,0,0,16,77,41,0,3,1,0.24667524746227276,0.0398835698793889,1,0,1,1,1,0.6394691282714171,1,1,0,0,1,1,1,0,-1,-1,0.10714088556125545,1,1,0.4284601304442024,1
6563,0,5,5,175,6,1,1,1,4,3,8,0,3,39,0,1,1,0,1,0,33,15,51,1,2,0,0.5537236936401158,0.9688753909705553,0,1,0,0,0,0.6428606769622339,0,1,1,0,0,1,0,0,0,-1,-0.40402980063757465,1,1,0.2938489401953128,0
7896,0,3,1,190,5,5,0,0,5,2,6,3,2,27,0,0,1,1,1,0,14,144,41,1,3,1,0.9522970758312441,0.7319782810290344,1,1,1,1,0,0.09281245645737846,1,0,0,1,0,1,1,0,-1,-1,0.762262491512862,1,0,-0.02441781989837999,0
7836,3,5,3,55,0,3,0,0,0,5,1,1,0,22,0,1,1,0,0,0,35,138,96,0,2,0,0.5758111895899465,0.6195059615422313,0,1,0,0,0,0.8393017674676283,1,0,0,0,1,1,1,0,1,-1,-0.04604341840703041,-1,-1,-0.31611505098429715,0
8667,1,0,4,79,3,2,0,0,5,1,3,0,4,49,0,1,0,0,0,0,19,18,83,0,2,0,0.24233471263368334,0.4771255523418676,0,0,1,0,0,0.9048904568984585,0,1,1,0,0,0,0,0,1,1,-0.5165562796269885,-1,-1,0.6720471860525528,1
1116,4,2,2,43,6,2,1,1,2,4,7,4,3,24,0,0,0,1,0,0,39,128,7,0,1,1,0.2336522199635116,0.822778960355036,1,0,1,0,1,0.18331095266396813,1,0,1,0,0,1,1,0,0,-1,0.025459004239095195,0,-1,0.7991767984511557,1
245,0,5,4,113,3,4,1,1,3,1,1,1,4,17,1,1,0,0,1,0,29,148,43,1,3,1,0.19801213633751136,0.14229452277669774,1,0,0,1,1,0.554700304600893,1,0,0,0,1,1,0,0,1,1,-0.7573813280003863,0,-1,-0.10102324304163712,0
6690,1,1,0,137,1,0,0,1,2,4,4,4,1,46,1,0,0,1,1,0,34,18,38,0,5,1,0.7868500909885118,0.7321425848310597,1,0,0,0,0,0.4473379193586414,0,0,0,1,1,1,0,0,-1,-1,-0.8727230771624055,0,-1,0.9511018921271037,0
3645,5,1,0,193,2,4,1,0,5,0,3,0,4,46,1,1,0,1,1,0,13,60,64,0,3,1,0.3641948857068973,0.6133809056999809,1,0,0,1,1,0.18486332993364574,1,0,0,0,0,0,1,0,0,1,0.5658341680539432,0,0,0.30986280310643344,0
8396,5,0,0,71,1,3,0,0,1,5,5,3,2,38,1,1,1,0,1,0,20,68,82,1,3,1,0.837456342898923,0.7869842926633315,0,1,1,0,1,0.9875813079318282,0,1,1,1,0,1,1,1,1,0,0.475436941767323,-1,0,-0.5310707397241421,0
